1, 3.68581, 3.6858, 200, 5, 50, 100,1, 8.00655
1, 4.04255, 4.04253, 200, 5, 50, 100,1, 11.3276
1, 3.06371, 3.06367, 200, 5, 50, 100,1, 9.1978
1, 3.13877, 3.13875, 200, 5, 50, 100,1, 445.607
1, 3.41516, 3.41514, 200, 5, 50, 100,1, 9.57232
1, 3.24776, 3.24774, 200, 5, 50, 100,1, 8.30903
1, 3.89597, 3.89596, 200, 5, 50, 100,1, 6.97565
2, 3.11368, 3.11366, 200, 5, 50, 100,1, 8.17901
2, 4.04421, 4.04419, 200, 5, 50, 100,1, 40.3868
2, 1.8092, 1.80918, 200, 5, 50, 100,1, 7.42769
2, 2.54734, 2.54732, 200, 5, 50, 100,1, 11.9803
2, 2.888, 2.88798, 200, 5, 50, 100,1, 455.571
2, 2.71614, 2.71612, 200, 5, 50, 100,1, 19.9057
2, 2.29926, 2.29924, 200, 5, 50, 100,1, 13.5849
4, 2.78961, 2.78957, 200, 5, 50, 100,1, 14.4801
4, 1.92989, 1.92988, 200, 5, 50, 100,1, 8.44268
4, 2.38444, 2.38442, 200, 5, 50, 100,1, 17.9087
4, 1.85468, 1.85466, 200, 5, 50, 100,1, 38.3554
4, 2.33441, 2.33439, 200, 5, 50, 100,1, 12.1868
4, 2.16209, 2.16207, 200, 5, 50, 100,1, 7.67205
4, 2.08263, 2.08261, 200, 5, 50, 100,1, 15.4729
8, 2.43322, 2.4332, 200, 5, 50, 100,1, 12.5283
8, 1.91485, 1.91481, 200, 5, 50, 100,1, 10.6002
8, 1.89637, 1.89635, 200, 5, 50, 100,1, 465.042
8, 1.58116, 1.58113, 200, 5, 50, 100,1, 459.386
8, 1.54651, 1.54649, 200, 5, 50, 100,1, 459.075
8, 3.00858, 3.00855, 200, 5, 50, 100,1, 11.7616
