1, 9.3766, 9.37659, 400, 5, 50, 200,1, 5.36381
1, 9.37966, 9.37965, 400, 5, 50, 200,1, 17.4271
1, 10.8976, 10.8976, 400, 5, 50, 200,1, 10.6581
1, 9.28014, 9.2801, 400, 5, 50, 200,1, 18.3718
1, 9.98582, 9.9858, 400, 5, 50, 200,1, 6.41596
1, 9.66538, 9.66534, 400, 5, 50, 200,1, 10.9686
1, 10.4634, 10.4634, 400, 5, 50, 200,1, 6.97791
2, 7.94363, 7.94355, 400, 5, 50, 200,1, 11.2672
2, 6.22041, 6.22037, 400, 5, 50, 200,1, 8.58315
2, 6.90537, 6.90535, 400, 5, 50, 200,1, 8.35934
2, 7.20699, 7.20695, 400, 5, 50, 200,1, 12.5425
2, 8.30456, 8.30454, 400, 5, 50, 200,1, 5.82015
2, 6.8411, 6.84106, 400, 5, 50, 200,1, 558.427
2, 7.33878, 7.33876, 400, 5, 50, 200,1, 7.86855
4, 5.77565, 5.77564, 400, 5, 50, 200,1, 10.7904
4, 4.41467, 4.41466, 400, 5, 50, 200,1, 12.5028
4, 5.81595, 5.81594, 400, 5, 50, 200,1, 8.6102
4, 5.54673, 5.54672, 400, 5, 50, 200,1, 5.58058
4, 4.96641, 4.96637, 400, 5, 50, 200,1, 5.59871
4, 5.25986, 5.25984, 400, 5, 50, 200,1, 16.9391
4, 11.8405, 11.8405, 400, 5, 50, 200,1, 5.21439
8, 4.19947, 4.19943, 400, 5, 50, 200,1, 5.74152
8, 4.40109, 4.40105, 400, 5, 50, 200,1, 96.3196
8, 4.25496, 4.25493, 400, 5, 50, 200,1, 9.96645
8, 4.10851, 4.10849, 400, 5, 50, 200,1, 7.20793
8, 3.52728, 3.52724, 400, 5, 50, 200,1, 7.38792
8, 4.7355, 4.73548, 400, 5, 50, 200,1, 16.586
8, 4.20731, 4.2073, 400, 5, 50, 200,1, 11.1307
16, 3.55405, 3.55404, 400, 5, 50, 200,1, 13.0631
16, 7.31633, 7.31629, 400, 5, 50, 200,1, 14.7956
16, 4.58554, 4.58553, 400, 5, 50, 200,1, 16.4158
16, 3.6211, 3.62106, 400, 5, 50, 200,1, 7.87058
16, 4.27741, 4.27739, 400, 5, 50, 200,1, 5.00705
16, 3.25875, 3.25874, 400, 5, 50, 200,1, 16.9595
16, 3.83294, 3.83293, 400, 5, 50, 200,1, 20.033
