1, 11.2426, 11.2426, 400, 5, 50, 200,1, 12.4777
1, 14.7579, 14.7579, 400, 5, 50, 200,1, 650.698
1, 9.07845, 9.07841, 400, 5, 50, 200,1, 13.0394
1, 9.53813, 9.53811, 400, 5, 50, 200,1, 12.6081
1, 9.55743, 9.55741, 400, 5, 50, 200,1, 13.7711
1, 9.99606, 9.99604, 400, 5, 50, 200,1, 14.9071
1, 9.86681, 9.86676, 400, 5, 50, 200,1, 13.469
2, 7.50432, 7.50427, 400, 5, 50, 200,1, 118.718
2, 11.1369, 11.1369, 400, 5, 50, 200,1, 11.0745
2, 8.62115, 8.62113, 400, 5, 50, 200,1, 11.7439
2, 9.35582, 9.3558, 400, 5, 50, 200,1, 8.88983
2, 5.92034, 5.92032, 400, 5, 50, 200,1, 9.70097
2, 5.69894, 5.69893, 400, 5, 50, 200,1, 180.939
2, 7.37981, 7.37979, 400, 5, 50, 200,1, 8.60075
4, 5.72776, 5.72774, 400, 5, 50, 200,1, 12.6052
4, 7.12792, 7.1279, 400, 5, 50, 200,1, 16.2787
4, 5.80523, 5.80518, 400, 5, 50, 200,1, 23.0965
4, 5.30173, 5.30171, 400, 5, 50, 200,1, 8.59147
4, 8.23987, 8.23985, 400, 5, 50, 200,1, 9.12861
4, 6.3705, 6.37044, 400, 5, 50, 200,1, 24.355
4, 7.49901, 7.49899, 400, 5, 50, 200,1, 555.405
8, 4.24859, 4.24855, 400, 5, 50, 200,1, 32.7808
8, 5.76895, 5.76893, 400, 5, 50, 200,1, 12.9817
8, 4.63858, 4.63856, 400, 5, 50, 200,1, 6.80414
8, 5.02293, 5.02291, 400, 5, 50, 200,1, 13.4893
8, 5.63174, 5.63172, 400, 5, 50, 200,1, 22.0346
8, 5.13354, 5.13352, 400, 5, 50, 200,1, 13.3191
8, 4.96683, 4.96678, 400, 5, 50, 200,1, 10.7802
16, 4.13703, 4.13701, 400, 5, 50, 200,1, 5.75699
16, 4.35957, 4.35954, 400, 5, 50, 200,1, 6.28582
16, 3.79009, 3.79007, 400, 5, 50, 200,1, 5.02213
16, 4.85434, 4.85431, 400, 5, 50, 200,1, 358.273
16, 4.82944, 4.82942, 400, 5, 50, 200,1, 12.3894
16, 6.83181, 6.83179, 400, 5, 50, 200,1, 26.1323
16, 4.61769, 4.61766, 400, 5, 50, 200,1, 19.903
